1366737491 28 16 8 0 2 3 0 0 1 1
1366754128 29 16 8 0 2 3 0 0 1 1
1366758278 30 16 8 0 2 3 0 0 1 1
1366759272 30 16 8 1 2 3 0 0 1 1
1366759912 30 16 8 2 2 3 0 0 1 1
1366759988 31 16 8 2 2 3 0 0 1 1
1366761411 32 16 8 2 2 3 0 0 1 1
1366765388 33 16 8 2 2 3 0 0 1 1
1366766842 34 16 8 2 2 3 0 0 1 1
1366769869 34 16 9 2 2 3 0 0 1 1
1366772566 35 16 9 2 2 3 0 0 1 1
1366773348 35 16 10 2 2 3 0 0 1 1
1366812190 35 16 10 3 2 3 0 0 1 1
1366817813 36 16 10 3 2 3 0 0 1 1
1366817925 37 16 10 3 2 3 0 0 1 1
1366825135 37 16 10 4 2 3 0 0 1 1
1366826604 37 16 10 4 2 3 0 1 1 1
1366839656 37 16 11 4 2 3 0 1 1 1
1366842619 37 17 11 4 2 3 0 1 1 1
1366843535 38 17 11 4 2 3 0 1 1 1
1366844544 38 18 11 4 2 3 0 1 1 1
1366844554 38 19 11 4 2 3 0 1 1 1
1366847928 38 19 11 5 2 3 0 1 1 1
1366848105 38 19 11 6 2 3 0 1 1 1
1366851896 38 19 11 7 2 3 0 1 1 1
1366853109 38 19 11 8 2 3 0 1 1 1
1366855746 38 19 11 9 2 3 0 1 1 1
1366856980 38 19 11 10 2 3 0 1 1 1
1366857989 38 19 11 11 2 3 0 1 1 1
1366865475 38 19 11 12 2 3 0 1 1 1
1366909962 38 19 11 13 2 3 0 1 1 1
1366909989 38 19 11 14 2 3 0 1 1 1
1366923272 39 19 11 14 2 3 0 1 1 1
1367000851 39 20 11 14 2 3 0 1 1 1
1367002400 39 21 11 14 2 3 0 1 1 1
1367186322 39 21 11 14 3 3 0 1 1 1
1367186716 40 21 11 14 3 3 0 1 1 1
1367187038 40 21 11 14 4 3 0 1 1 1
1367187115 40 21 11 14 5 3 0 1 1 1
1367187171 40 21 11 14 6 3 0 1 1 1
1367187178 41 21 11 14 6 3 0 1 1 1
1367187306 41 21 11 14 7 3 0 1 1 1
1367187314 42 21 11 14 7 3 0 1 1 1
1367193685 42 21 12 14 7 3 0 1 1 1
1367261641 42 21 12 14 7 3 1 1 1 1
1367268727 42 22 12 14 7 3 1 1 1 1
1367274186 42 22 13 14 7 3 1 1 1 1
1367274245 42 22 14 14 7 3 1 1 1 1
1367277656 42 23 14 14 7 3 1 1 1 1
1367277658 42 24 14 14 7 3 1 1 1 1
1367277736 42 24 14 14 7 3 2 1 1 1
1367277744 42 25 14 14 7 3 2 1 1 1
1367278137 42 25 15 14 7 3 2 1 1 1
1367278154 42 25 16 14 7 3 2 1 1 1
1367280613 42 25 17 14 7 3 2 1 1 1
1367282023 42 25 17 15 7 3 2 1 1 1
